
144,144,2000,995,2147483647,32,61,2147483647,false,0,90,2,,144,Go to PPill,,144,50,52,0,0,null
145,145,2000,1023,2147483647,4,11,2147483647,false,0,90,2,,145,Run Away,,145,50,52,0,0,null
146,146,2030,1035,2147483647,4,69,2147483647,false,0,87,2,,146,Run Away,,146,20,68,0,0,null
147,147,2050,1047,2147483647,53,69,2147483647,false,0,85,2,,147,Run Away,,147,0,68,0,0,null
148,148,2050,1075,2147483647,44,57,2147483647,false,0,85,2,,148,Go to PPill,,148,140,100,0,0,null
149,149,2050,1103,2147483647,16,43,2147483647,false,0,85,2,,149,Go to PPill,,149,140,84,0,0,null
150,150,2050,1115,2147483647,4,19,2147483647,false,0,85,2,,150,Run Away,,150,170,84,0,0,null
151,151,2190,1175,2147483647,16,27,2147483647,false,0,71,2,,151,Go to PPill,,151,190,76,0,1,null
152,152,2190,1187,28,4,41,2147483647,false,0,71,2,,152,Run Away,,152,190,92,0,1,null
153,153,2220,1199,16,4,72,2147483647,false,0,68,2,,153,Run Away,,153,360,108,0,1,null
154,154,2380,1251,112,16,2147483647,31,true,163,57,1,,154,Run Away,,154,200,68,0,0,null
155,155,2380,1279,108,40,2147483647,43,true,135,57,1,,155,Run Away,,155,200,68,0,0,null
156,156,2580,1307,136,40,2147483647,35,true,107,57,1,,156,Run Away,,156,0,68,0,0,null
157,157,2580,1319,161,77,2147483647,29,true,95,57,1,,157,Run Away,,157,0,68,0,0,null
158,158,2580,1347,2147483647,2147483647,32,47,true,67,57,1,,158,Run Away,,158,0,52,0,0,null
159,159,2580,1375,2147483647,53,77,31,true,39,57,1,,159,Run Away,,159,0,36,0,0,null
160,160,2580,1387,2147483647,64,88,93,true,27,57,1,,160,Run Away,,160,0,36,0,0,null
161,161,2580,1399,2147483647,52,88,75,true,15,57,1,,161,Run Away,,161,0,36,0,0,null
162,162,2580,1411,2147483647,40,88,97,true,3,57,1,,162,Go to PPill,,162,0,36,0,0,null
163,163,2580,1423,2147483647,28,74,2147483647,false,0,57,1,,163,Run Away,,163,0,76,0,0,null
164,164,2580,1435,2147483647,16,88,2147483647,false,0,57,1,,164,Run Away,,164,0,92,0,0,null
165,165,2580,1447,2147483647,4,88,2147483647,false,0,57,1,,165,Run Away,,165,0,108,0,0,null
166,166,2580,1499,2147483647,16,54,2147483647,false,0,57,1,,166,Run Away,,166,0,68,0,0,null
167,167,2580,1527,2147483647,40,86,2147483647,false,0,57,1,,167,Run Away,,167,0,52,0,0,null
168,168,2580,1555,2147483647,40,50,2147483647,false,0,57,1,,168,Run Away,,168,0,36,0,0,null
169,169,2580,1567,2147483647,2147483647,26,2147483647,false,0,57,1,,169,Go to PPill,,169,0,36,0,0,null
170,170,2580,1579,2147483647,2147483647,22,2147483647,false,0,57,1,,170,Run Away,,170,0,76,0,0,null
171,171,2580,1591,2147483647,2147483647,22,2147483647,false,0,57,1,,171,Run Away,,171,0,92,0,0,null
172,172,2580,1603,2147483647,41,70,2147483647,false,0,57,1,,172,Go to PPill,,172,0,108,0,0,null
173,173,2580,1655,2147483647,53,54,2147483647,false,0,57,1,,173,Go to PPill,,173,0,68,0,0,null
174,174,2580,1683,2147483647,73,86,2147483647,false,0,57,1,,174,Run Away,,174,0,52,0,0,null
175,175,2580,1711,2147483647,2147483647,50,2147483647,false,0,57,1,,175,Run Away,,175,0,36,0,0,null
176,176,2580,1723,2147483647,65,74,2147483647,false,0,57,1,,176,Run Away,,176,0,40,0,0,null
177,177,2580,1735,2147483647,53,91,2147483647,false,0,57,1,,177,Run Away,,177,0,40,0,0,null
178,178,2580,1747,2147483647,41,91,2147483647,false,0,57,1,,178,Go to PPill,,178,0,52,0,0,null
179,179,2580,1763,2147483647,25,83,2147483647,false,0,57,1,,179,Run Away,,179,0,48,0,0,null
180,180,2580,1775,2147483647,52,79,2147483647,false,0,57,1,,180,Run Away,,180,0,72,0,0,null
181,181,2580,1799,2147483647,2147483647,46,2147483647,false,0,57,1,,181,Go to PPill,,181,0,73,0,0,null
182,182,2580,1811,2147483647,64,67,2147483647,false,0,57,1,,182,Go to PPill,,182,0,97,0,0,null
183,183,2580,1847,2147483647,2147483647,24,2147483647,false,0,57,1,,183,Run Away,,183,0,73,0,0,null
184,184,2580,1872,48,16,83,2147483647,false,0,57,1,,184,Run Away,,184,0,60,0,0,null
185,185,2580,1908,2147483647,40,61,2147483647,false,0,57,1,,185,Run Away,,185,0,52,0,0,null
186,186,2580,1920,2147483647,28,59,2147483647,false,0,57,1,,186,Run Away,,186,0,52,0,0,null
187,187,2580,1932,2147483647,44,45,2147483647,false,0,57,1,,187,Go to PPill,,187,0,52,0,0,null
188,188,2580,1960,2147483647,2147483647,11,2147483647,false,0,57,1,,188,Run Away,,188,0,36,0,0,null
189,189,2580,1972,2147483647,2147483647,11,2147483647,false,0,57,1,,189,Go to PPill,,189,0,76,0,0,null
190,190,2580,1984,2147483647,2147483647,11,2147483647,false,0,57,1,,190,Run Away,,190,0,76,0,0,null
191,191,2580,1996,2147483647,4,11,2147483647,false,0,57,1,,191,Run Away,,191,0,124,0,0,null
192,192,2580,2048,2147483647,2147483647,11,2147483647,false,0,57,1,,192,Go to PPill,,192,0,84,0,0,null
193,193,2580,2060,2147483647,2147483647,45,2147483647,false,0,57,1,,193,Go to PPill,,193,0,108,0,0,null
194,194,2580,2120,2147483647,2147483647,3,2147483647,false,0,57,1,,194,Run Away,,194,90,84,0,0,null
195,195,2580,2132,2147483647,2147483647,3,2147483647,false,0,57,1,,195,Go to PPill,,195,120,84,0,0,null
196,196,2580,2168,60,4,2147483647,2147483647,false,0,57,1,,196,Go to PPill,,196,280,100,0,1,null
197,197,2670,2204,40,4,141,2147483647,false,0,48,1,,197,Go to PPill,,197,190,76,0,1,null
198,198,2700,2216,28,4,123,2147483647,false,0,45,1,,198,Run Away,,198,160,76,0,1,null
199,199,2860,2268,2147483647,16,97,79,true,175,34,0,,199,Run Away,,199,0,36,0,0,null
200,200,2860,2280,2147483647,4,97,85,true,163,34,0,,200,Run Away,,200,0,48,0,0,null
201,201,2860,2292,2147483647,16,97,77,true,151,34,0,,201,Run Away,,201,0,60,0,0,null
202,202,2860,2304,2147483647,4,84,69,true,139,34,0,,202,Go to PPill,,202,200,60,0,0,null
203,203,2860,2328,2147483647,52,71,39,true,115,34,0,,203,Run Away,,203,200,48,0,0,null
204,204,2860,2352,2147483647,40,86,17,true,91,34,0,,204,Run Away,,204,200,52,0,0,null
205,205,3060,2364,2147483647,28,110,21,true,79,34,0,,205,Go to PPill,,205,0,52,0,0,null
206,206,3060,2376,2147483647,44,166,45,true,67,34,0,,206,Run Away,,206,400,92,0,0,null
207,207,3060,2404,2147483647,16,79,21,true,39,34,0,,207,Run Away,,207,400,76,0,0,null
208,208,3060,2416,2147483647,4,55,15,true,27,34,0,,208,Go to PPill,,208,440,80,0,0,null
209,209,3460,2468,2147483647,2147483647,15,2147483647,false,0,34,0,,209,Run Away,,209,40,53,0,0,null
210,210,3460,2480,2147483647,4,9,2147483647,false,0,34,0,,210,Run Away,,210,40,57,0,0,null
211,211,3500,2496,2147483647,4,64,2147483647,false,0,30,0,,211,Run Away,,211,0,93,0,0,null
212,212,3500,2521,2147483647,2147483647,14,2147483647,false,0,30,0,,212,Go to PPill,,212,0,96,0,0,null
213,213,3500,2537,2147483647,2147483647,86,2147483647,false,0,30,0,,213,Go to PPill,,213,0,108,0,0,null
214,214,3500,2589,2147483647,2147483647,46,2147483647,false,0,30,0,,214,Go to PPill,,214,0,68,0,0,null
215,215,3500,2617,2147483647,76,78,2147483647,false,0,30,0,,215,Go to PPill,,215,0,52,0,0,null
216,216,3500,2645,2147483647,2147483647,58,2147483647,false,0,30,0,,216,Go to PPill,,216,0,36,0,0,null
217,217,3500,2657,2147483647,2147483647,34,2147483647,false,0,30,0,,217,Go to PPill,,217,0,36,0,0,null
218,218,3500,2669,2147483647,2147483647,14,2147483647,false,0,30,0,,218,Go to PPill,,218,0,24,0,0,null
219,219,3500,2681,2147483647,2147483647,14,2147483647,false,0,30,0,,219,Go to PPill,,219,0,12,0,0,null
220,220,3500,2693,2147483647,20,66,2147483647,false,0,30,0,,220,Go to PPill,,220,0,0,0,0,null
